Bene_Geo_Lvl,Bene_Geo_Desc,Bene_Geo_Cd,Bene_Age_Lvl,Bene_Demo_Lvl,Bene_Demo_Desc,Bene_Cond,Prvlnc,Tot_Mdcr_Stdzd_Pymt_PC,Tot_Mdcr_Pymt_PC,Hosp_Readmsn_Rate,ER_Visits_Per_1000_Benes
State,Connecticut,09,All,Sex,Male,Autism Spectrum Disorders,0.008,,,,
State,Connecticut,09,All,All,All,COPD,0.1134,25745.2732,31157.1304,0.2451,1868.7806
State,Connecticut,09,65+,Dual Status,Medicare Only,COPD,0.0954,,,,
State,Connecticut,09,<65,Dual Status,Medicare Only,COPD,0.0822,,,,
State,Connecticut,09,All,Dual Status,Medicare Only,COPD,0.0948,,,,
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,COPD,0.1836,,,,
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,COPD,0.116,,,,
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,COPD,0.157,,,,
State,Connecticut,09,65+,Sex,Female,COPD,0.1133,,,,
State,Connecticut,09,<65,Sex,Female,COPD,0.1212,,,,
State,Connecticut,09,All,Sex,Female,COPD,0.1143,,,,
State,Connecticut,09,65+,Sex,Male,COPD,0.1157,,,,
State,Connecticut,09,<65,Sex,Male,COPD,0.0964,,,,
State,Connecticut,09,All,Sex,Male,COPD,0.1123,,,,
State,Connecticut,09,All,All,All,Cancer,0.0959,20779.5755,24333.7583,0.2102,1091.4212
State,Connecticut,09,65+,Dual Status,Medicare Only,Cancer,0.111,,,,
State,Connecticut,09,<65,Dual Status,Medicare Only,Cancer,0.0435,,,,
State,Connecticut,09,All,Dual Status,Medicare Only,Cancer,0.1077,,,,
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,Cancer,0.093,,,,
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,Cancer,0.0305,,,,
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,Cancer,0.0684,,,,
State,Connecticut,09,65+,Sex,Female,Cancer,0.0978,,,,
State,Connecticut,09,<65,Sex,Female,Cancer,0.0452,,,,
State,Connecticut,09,All,Sex,Female,Cancer,0.0909,,,,
State,Connecticut,09,65+,Sex,Male,Cancer,0.1197,,,,
State,Connecticut,09,<65,Sex,Male,Cancer,0.0222,,,,
State,Connecticut,09,All,Sex,Male,Cancer,0.1024,,,,
State,Connecticut,09,All,All,All,Chronic Kidney Disease,0.2366,23351.2239,28230.2502,0.2373,1524.748
State,Connecticut,09,65+,Dual Status,Medicare Only,Chronic Kidney Disease,0.2119,,,,
State,Connecticut,09,<65,Dual Status,Medicare Only,Chronic Kidney Disease,0.1854,,,,
State,Connecticut,09,All,Dual Status,Medicare Only,Chronic Kidney Disease,0.2107,,,,
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,Chronic Kidney Disease,0.3511,,,,
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,Chronic Kidney Disease,0.214,,,,
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,Chronic Kidney Disease,0.2971,,,,
State,Connecticut,09,65+,Sex,Female,Chronic Kidney Disease,0.2174,,,,
State,Connecticut,09,<65,Sex,Female,Chronic Kidney Disease,0.1945,,,,
State,Connecticut,09,All,Sex,Female,Chronic Kidney Disease,0.2144,,,,
State,Connecticut,09,65+,Sex,Male,Chronic Kidney Disease,0.2747,,,,
State,Connecticut,09,<65,Sex,Male,Chronic Kidney Disease,0.2201,,,,
State,Connecticut,09,All,Sex,Male,Chronic Kidney Disease,0.265,,,,
State,Connecticut,09,All,All,All,Depression,0.2037,21127.8475,25238.8272,0.2265,1633.1462
State,Connecticut,09,65+,Dual Status,Medicare Only,Depression,0.1451,,,,
State,Connecticut,09,<65,Dual Status,Medicare Only,Depression,0.2841,,,,
State,Connecticut,09,All,Dual Status,Medicare Only,Depression,0.1519,,,,
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,Depression,0.2856,,,,
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,Depression,0.3847,,,,
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,Depression,0.3247,,,,
State,Connecticut,09,65+,Sex,Female,Depression,0.2073,,,,
State,Connecticut,09,<65,Sex,Female,Depression,0.4471,,,,
State,Connecticut,09,All,Sex,Female,Depression,0.239,,,,
State,Connecticut,09,65+,Sex,Male,Depression,0.1321,,,,
State,Connecticut,09,<65,Sex,Male,Depression,0.2821,,,,
State,Connecticut,09,All,Sex,Male,Depression,0.1588,,,,
State,Connecticut,09,All,All,All,Diabetes,0.2505,16672.2852,19927.7744,0.2261,1156.1202
State,Connecticut,09,65+,Dual Status,Medicare Only,Diabetes,0.2207,,,,
State,Connecticut,09,<65,Dual Status,Medicare Only,Diabetes,0.2125,,,,
State,Connecticut,09,All,Dual Status,Medicare Only,Diabetes,0.2203,,,,
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,Diabetes,0.3566,,,,
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,Diabetes,0.2662,,,,
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,Diabetes,0.321,,,,
State,Connecticut,09,65+,Sex,Female,Diabetes,0.227,,,,
State,Connecticut,09,<65,Sex,Female,Diabetes,0.2488,,,,
State,Connecticut,09,All,Sex,Female,Diabetes,0.2298,,,,
State,Connecticut,09,65+,Sex,Male,Diabetes,0.2806,,,,
State,Connecticut,09,<65,Sex,Male,Diabetes,0.2595,,,,
State,Connecticut,09,All,Sex,Male,Diabetes,0.2769,,,,
State,Connecticut,09,All,All,All,Drug/Substance Abuse,0.0374,23219.9161,28088.1814,0.2882,2749.3305
State,Connecticut,09,65+,Dual Status,Medicare Only,Drug/Substance Abuse,0.0111,,,,
State,Connecticut,09,<65,Dual Status,Medicare Only,Drug/Substance Abuse,0.0859,,,,
State,Connecticut,09,All,Dual Status,Medicare Only,Drug/Substance Abuse,0.0147,,,,
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,Drug/Substance Abuse,0.0371,,,,
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,Drug/Substance Abuse,0.1716,,,,
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,Drug/Substance Abuse,0.0901,,,,
State,Connecticut,09,65+,Sex,Female,Drug/Substance Abuse,0.0149,,,,
State,Connecticut,09,<65,Sex,Female,Drug/Substance Abuse,0.148,,,,
State,Connecticut,09,All,Sex,Female,Drug/Substance Abuse,0.0325,,,,
State,Connecticut,09,65+,Sex,Male,Drug/Substance Abuse,0.0191,,,,
State,Connecticut,09,<65,Sex,Male,Drug/Substance Abuse,0.1568,,,,
State,Connecticut,09,All,Sex,Male,Drug/Substance Abuse,0.0436,,,,
State,Connecticut,09,All,All,All,HIV/AIDS,0.0046,19661.9526,24072.0189,0.2729,1805.1378
State,Connecticut,09,65+,Dual Status,Medicare Only,HIV/AIDS,0.0007,,,,
State,Connecticut,09,<65,Dual Status,Medicare Only,HIV/AIDS,0.0081,,,,
State,Connecticut,09,All,Dual Status,Medicare Only,HIV/AIDS,0.0011,,,,
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,HIV/AIDS,0.0055,,,,
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,HIV/AIDS,0.0236,,,,
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,HIV/AIDS,0.0126,,,,
State,Connecticut,09,65+,Sex,Female,HIV/AIDS,0.0009,,,,
State,Connecticut,09,<65,Sex,Female,HIV/AIDS,0.0147,,,,
State,Connecticut,09,All,Sex,Female,HIV/AIDS,0.0027,,,,
State,Connecticut,09,65+,Sex,Male,HIV/AIDS,0.003,,,,
State,Connecticut,09,<65,Sex,Male,HIV/AIDS,0.0254,,,,
State,Connecticut,09,All,Sex,Male,HIV/AIDS,0.007,,,,
State,Connecticut,09,All,All,All,Heart Failure,0.1452,28796.7833,35262.8033,0.249,1816.1284
State,Connecticut,09,65+,Dual Status,Medicare Only,Heart Failure,0.1299,,,,
State,Connecticut,09,<65,Dual Status,Medicare Only,Heart Failure,0.0772,,,,
State,Connecticut,09,All,Dual Status,Medicare Only,Heart Failure,0.1273,,,,
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,Heart Failure,0.2507,,,,
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,Heart Failure,0.0887,,,,
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,Heart Failure,0.1868,,,,
State,Connecticut,09,65+,Sex,Female,Heart Failure,0.1482,,,,
State,Connecticut,09,<65,Sex,Female,Heart Failure,0.0778,,,,
State,Connecticut,09,All,Sex,Female,Heart Failure,0.1389,,,,
State,Connecticut,09,65+,Sex,Male,Heart Failure,0.166,,,,
State,Connecticut,09,<65,Sex,Male,Heart Failure,0.0941,,,,
State,Connecticut,09,All,Sex,Male,Heart Failure,0.1532,,,,
State,Connecticut,09,All,All,All,Hepatitis (Chronic Viral B & C),0.0079,26598.8075,32341.1701,0.3101,2448.7133
State,Connecticut,09,65+,Dual Status,Medicare Only,Hepatitis (Chronic Viral B & C),0.0027,,,,
State,Connecticut,09,<65,Dual Status,Medicare Only,Hepatitis (Chronic Viral B & C),0.0123,,,,
State,Connecticut,09,All,Dual Status,Medicare Only,Hepatitis (Chronic Viral B & C),0.0031,,,,
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,Hepatitis (Chronic Viral B & C),0.0118,,,,
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,Hepatitis (Chronic Viral B & C),0.0299,,,,
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,Hepatitis (Chronic Viral B & C),0.019,,,,
State,Connecticut,09,65+,Sex,Female,Hepatitis (Chronic Viral B & C),0.003,,,,
State,Connecticut,09,<65,Sex,Female,Hepatitis (Chronic Viral B & C),0.0203,,,,
State,Connecticut,09,All,Sex,Female,Hepatitis (Chronic Viral B & C),0.0053,,,,
State,Connecticut,09,65+,Sex,Male,Hepatitis (Chronic Viral B & C),0.0069,,,,
State,Connecticut,09,<65,Sex,Male,Hepatitis (Chronic Viral B & C),0.0315,,,,
State,Connecticut,09,All,Sex,Male,Hepatitis (Chronic Viral B & C),0.0112,,,,
State,Connecticut,09,All,All,All,Hyperlipidemia,0.5071,14106.42,16833.0745,0.1961,973.296
State,Connecticut,09,65+,Dual Status,Medicare Only,Hyperlipidemia,0.5404,,,,
State,Connecticut,09,<65,Dual Status,Medicare Only,Hyperlipidemia,0.3042,,,,
State,Connecticut,09,All,Dual Status,Medicare Only,Hyperlipidemia,0.5289,,,,
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,Hyperlipidemia,0.5309,,,,
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,Hyperlipidemia,0.3411,,,,
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,Hyperlipidemia,0.4561,,,,
State,Connecticut,09,65+,Sex,Female,Hyperlipidemia,0.5285,,,,
State,Connecticut,09,<65,Sex,Female,Hyperlipidemia,0.3255,,,,
State,Connecticut,09,All,Sex,Female,Hyperlipidemia,0.5017,,,,
State,Connecticut,09,65+,Sex,Male,Hyperlipidemia,0.5516,,,,
State,Connecticut,09,<65,Sex,Male,Hyperlipidemia,0.3399,,,,
State,Connecticut,09,All,Sex,Male,Hyperlipidemia,0.514,,,,
State,Connecticut,09,All,All,All,Hypertension,0.59,14756.3699,17602.3452,0.1968,1026.7889
State,Connecticut,09,65+,Dual Status,Medicare Only,Hypertension,0.6025,,,,
State,Connecticut,09,<65,Dual Status,Medicare Only,Hypertension,0.366,,,,
State,Connecticut,09,All,Dual Status,Medicare Only,Hypertension,0.5911,,,,
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,Hypertension,0.7057,,,,
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,Hypertension,0.4058,,,,
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,Hypertension,0.5876,,,,
State,Connecticut,09,65+,Sex,Female,Hypertension,0.6254,,,,
State,Connecticut,09,<65,Sex,Female,Hypertension,0.3847,,,,
State,Connecticut,09,All,Sex,Female,Hypertension,0.5936,,,,
State,Connecticut,09,65+,Sex,Male,Hypertension,0.6237,,,,
State,Connecticut,09,<65,Sex,Male,Hypertension,0.4086,,,,
State,Connecticut,09,All,Sex,Male,Hypertension,0.5854,,,,
State,Connecticut,09,All,All,All,Ischemic Heart Disease,0.2528,20628.6659,24981.877,0.2245,1354.8898
State,Connecticut,09,65+,Dual Status,Medicare Only,Ischemic Heart Disease,0.2564,,,,
State,Connecticut,09,<65,Dual Status,Medicare Only,Ischemic Heart Disease,0.1352,,,,
State,Connecticut,09,All,Dual Status,Medicare Only,Ischemic Heart Disease,0.2505,,,,
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,Ischemic Heart Disease,0.3391,,,,
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,Ischemic Heart Disease,0.1336,,,,
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,Ischemic Heart Disease,0.2581,,,,
State,Connecticut,09,65+,Sex,Female,Ischemic Heart Disease,0.216,,,,
State,Connecticut,09,<65,Sex,Female,Ischemic Heart Disease,0.1143,,,,
State,Connecticut,09,All,Sex,Female,Ischemic Heart Disease,0.2026,,,,
State,Connecticut,09,65+,Sex,Male,Ischemic Heart Disease,0.3524,,,,
State,Connecticut,09,<65,Sex,Male,Ischemic Heart Disease,0.1526,,,,
State,Connecticut,09,All,Sex,Male,Ischemic Heart Disease,0.3169,,,,
State,Connecticut,09,All,All,All,Osteoporosis,0.0764,17444.0493,20805.3386,0.1952,1151.9201
State,Connecticut,09,65+,Dual Status,Medicare Only,Osteoporosis,0.0803,,,,
State,Connecticut,09,<65,Dual Status,Medicare Only,Osteoporosis,0.0332,,,,
State,Connecticut,09,All,Dual Status,Medicare Only,Osteoporosis,0.078,,,,
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,Osteoporosis,0.0974,,,,
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,Osteoporosis,0.0346,,,,
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,Osteoporosis,0.0726,,,,
State,Connecticut,09,65+,Sex,Female,Osteoporosis,0.1335,,,,
State,Connecticut,09,<65,Sex,Female,Osteoporosis,0.0497,,,,
State,Connecticut,09,All,Sex,Female,Osteoporosis,0.1225,,,,
State,Connecticut,09,65+,Sex,Male,Osteoporosis,0.0171,,,,
State,Connecticut,09,<65,Sex,Male,Osteoporosis,0.0197,,,,
State,Connecticut,09,All,Sex,Male,Osteoporosis,0.0176,,,,
State,Connecticut,09,All,All,All,Schizophrenia and Other Psychotic Disorders,0.0441,19301.0084,23033.8478,0.237,2094.2358
State,Connecticut,09,65+,Dual Status,Medicare Only,Schizophrenia and Other Psychotic Disorders,0.0094,,,,
State,Connecticut,09,<65,Dual Status,Medicare Only,Schizophrenia and Other Psychotic Disorders,0.0523,,,,
State,Connecticut,09,All,Dual Status,Medicare Only,Schizophrenia and Other Psychotic Disorders,0.0114,,,,
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,Schizophrenia and Other Psychotic Disorders,0.0742,,,,
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,Schizophrenia and Other Psychotic Disorders,0.1914,,,,
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,Schizophrenia and Other Psychotic Disorders,0.1204,,,,
State,Connecticut,09,65+,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.0251,,,,
State,Connecticut,09,<65,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.1355,,,,
State,Connecticut,09,All,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.0397,,,,
State,Connecticut,09,65+,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.0208,,,,
State,Connecticut,09,<65,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.1842,,,,
State,Connecticut,09,All,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.0499,,,,
State,Connecticut,09,All,All,All,Stroke,0.0387,30701.3254,37546.7787,0.2191,2028.1638
State,Connecticut,09,65+,Dual Status,Medicare Only,Stroke,0.0356,,,,
State,Connecticut,09,<65,Dual Status,Medicare Only,Stroke,0.0195,,,,
State,Connecticut,09,All,Dual Status,Medicare Only,Stroke,0.0348,,,,
State,Connecticut,09,65+,Dual Status,Medicare and Medicaid,Stroke,0.0626,,,,
State,Connecticut,09,<65,Dual Status,Medicare and Medicaid,Stroke,0.0247,,,,
State,Connecticut,09,All,Dual Status,Medicare and Medicaid,Stroke,0.0477,,,,
State,Connecticut,09,65+,Sex,Female,Stroke,0.0402,,,,
State,Connecticut,09,<65,Sex,Female,Stroke,0.0231,,,,
State,Connecticut,09,All,Sex,Female,Stroke,0.0379,,,,
State,Connecticut,09,65+,Sex,Male,Stroke,0.043,,,,
State,Connecticut,09,<65,Sex,Male,Stroke,0.024,,,,
State,Connecticut,09,All,Sex,Male,Stroke,0.0396,,,,
State,Delaware,10,All,All,All,Alcohol Abuse,0.021,22986.3391,26266.8915,0.2367,2139.6994
State,Delaware,10,65+,Dual Status,Medicare Only,Alcohol Abuse,0.0144,,,,
State,Delaware,10,<65,Dual Status,Medicare Only,Alcohol Abuse,0.0461,,,,
State,Delaware,10,All,Dual Status,Medicare Only,Alcohol Abuse,0.0164,,,,
State,Delaware,10,65+,Dual Status,Medicare and Medicaid,Alcohol Abuse,0.0322,,,,
State,Delaware,10,<65,Dual Status,Medicare and Medicaid,Alcohol Abuse,0.0629,,,,
State,Delaware,10,All,Dual Status,Medicare and Medicaid,Alcohol Abuse,0.0464,,,,
State,Delaware,10,65+,Sex,Female,Alcohol Abuse,0.0089,,,,
State,Delaware,10,<65,Sex,Female,Alcohol Abuse,0.0392,,,,
State,Delaware,10,All,Sex,Female,Alcohol Abuse,0.0123,,,,
State,Delaware,10,65+,Sex,Male,Alcohol Abuse,0.0254,,,,
State,Delaware,10,<65,Sex,Male,Alcohol Abuse,0.0725,,,,
State,Delaware,10,All,Sex,Male,Alcohol Abuse,0.0319,,,,
State,Delaware,10,All,All,All,Alzheimer's Disease/Dementia,0.093,24268.8914,26988.2808,0.2152,1577.5764
State,Delaware,10,65+,Dual Status,Medicare Only,Alzheimer's Disease/Dementia,0.0802,,,,
State,Delaware,10,<65,Dual Status,Medicare Only,Alzheimer's Disease/Dementia,0.0383,,,,
State,Delaware,10,All,Dual Status,Medicare Only,Alzheimer's Disease/Dementia,0.0776,,,,
State,Delaware,10,65+,Dual Status,Medicare and Medicaid,Alzheimer's Disease/Dementia,0.2764,,,,
State,Delaware,10,<65,Dual Status,Medicare and Medicaid,Alzheimer's Disease/Dementia,0.0632,,,,
State,Delaware,10,All,Dual Status,Medicare and Medicaid,Alzheimer's Disease/Dementia,0.1781,,,,
State,Delaware,10,65+,Sex,Female,Alzheimer's Disease/Dementia,0.1078,,,,
State,Delaware,10,<65,Sex,Female,Alzheimer's Disease/Dementia,0.0529,,,,
State,Delaware,10,All,Sex,Female,Alzheimer's Disease/Dementia,0.1016,,,,
State,Delaware,10,65+,Sex,Male,Alzheimer's Disease/Dementia,0.0871,,,,
State,Delaware,10,<65,Sex,Male,Alzheimer's Disease/Dementia,0.052,,,,
State,Delaware,10,All,Sex,Male,Alzheimer's Disease/Dementia,0.0823,,,,
State,Delaware,10,All,All,All,Arthritis,0.3465,14481.0266,15929.1477,0.1688,890.7127
State,Delaware,10,65+,Dual Status,Medicare Only,Arthritis,0.3489,,,,
State,Delaware,10,<65,Dual Status,Medicare Only,Arthritis,0.3202,,,,
State,Delaware,10,All,Dual Status,Medicare Only,Arthritis,0.3471,,,,
State,Delaware,10,65+,Dual Status,Medicare and Medicaid,Arthritis,0.3906,,,,
State,Delaware,10,<65,Dual Status,Medicare and Medicaid,Arthritis,0.2876,,,,
State,Delaware,10,All,Dual Status,Medicare and Medicaid,Arthritis,0.3431,,,,
State,Delaware,10,65+,Sex,Female,Arthritis,0.3967,,,,
State,Delaware,10,<65,Sex,Female,Arthritis,0.3784,,,,
State,Delaware,10,All,Sex,Female,Arthritis,0.3946,,,,
State,Delaware,10,65+,Sex,Male,Arthritis,0.2965,,,,
State,Delaware,10,<65,Sex,Male,Arthritis,0.2228,,,,
State,Delaware,10,All,Sex,Male,Arthritis,0.2863,,,,
State,Delaware,10,All,All,All,Asthma,0.0522,18729.9935,20959.7694,0.218,1467.3152
State,Delaware,10,65+,Dual Status,Medicare Only,Asthma,0.0449,,,,
State,Delaware,10,<65,Dual Status,Medicare Only,Asthma,0.0689,,,,
State,Delaware,10,All,Dual Status,Medicare Only,Asthma,0.0465,,,,
State,Delaware,10,65+,Dual Status,Medicare and Medicaid,Asthma,0.0632,,,,
State,Delaware,10,<65,Dual Status,Medicare and Medicaid,Asthma,0.1084,,,,
State,Delaware,10,All,Dual Status,Medicare and Medicaid,Asthma,0.084,,,,
State,Delaware,10,65+,Sex,Female,Asthma,0.0597,,,,
State,Delaware,10,<65,Sex,Female,Asthma,0.1305,,,,
State,Delaware,10,All,Sex,Female,Asthma,0.0677,,,,
State,Delaware,10,65+,Sex,Male,Asthma,0.0299,,,,
State,Delaware,10,<65,Sex,Male,Asthma,0.0512,,,,
State,Delaware,10,All,Sex,Male,Asthma,0.0329,,,,
State,Delaware,10,All,All,All,Atrial Fibrillation,0.0941,23385.5677,26407.9184,0.2202,1406.6223
State,Delaware,10,65+,Dual Status,Medicare Only,Atrial Fibrillation,0.1021,,,,
State,Delaware,10,<65,Dual Status,Medicare Only,Atrial Fibrillation,0.0387,,,,
State,Delaware,10,All,Dual Status,Medicare Only,Atrial Fibrillation,0.0981,,,,
State,Delaware,10,65+,Dual Status,Medicare and Medicaid,Atrial Fibrillation,0.1129,,,,
State,Delaware,10,<65,Dual Status,Medicare and Medicaid,Atrial Fibrillation,0.0246,,,,
State,Delaware,10,All,Dual Status,Medicare and Medicaid,Atrial Fibrillation,0.0722,,,,
State,Delaware,10,65+,Sex,Female,Atrial Fibrillation,0.0861,,,,
State,Delaware,10,<65,Sex,Female,Atrial Fibrillation,0.024,,,,
State,Delaware,10,All,Sex,Female,Atrial Fibrillation,0.0791,,,,
State,Delaware,10,65+,Sex,Male,Atrial Fibrillation,0.1249,,,,
State,Delaware,10,<65,Sex,Male,Atrial Fibrillation,0.0376,,,,
State,Delaware,10,All,Sex,Male,Atrial Fibrillation,0.1129,,,,
State,Delaware,10,All,All,All,Autism Spectrum Disorders,0.0031,7891.3469,9705.8544,0.2264,1702
State,Delaware,10,65+,Dual Status,Medicare Only,Autism Spectrum Disorders,0.0001,,,,
State,Delaware,10,<65,Dual Status,Medicare Only,Autism Spectrum Disorders,0.0034,,,,
State,Delaware,10,All,Dual Status,Medicare Only,Autism Spectrum Disorders,0.0003,,,,
State,Delaware,10,65+,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,0.0016,,,,
State,Delaware,10,<65,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,0.038,,,,
State,Delaware,10,All,Dual Status,Medicare and Medicaid,Autism Spectrum Disorders,0.0184,,,,
State,Delaware,10,65+,Sex,Female,Autism Spectrum Disorders,0.0002,,,,
State,Delaware,10,<65,Sex,Female,Autism Spectrum Disorders,0.0117,,,,
State,Delaware,10,All,Sex,Female,Autism Spectrum Disorders,0.0015,,,,
State,Delaware,10,65+,Sex,Male,Autism Spectrum Disorders,0.0004,,,,
State,Delaware,10,<65,Sex,Male,Autism Spectrum Disorders,0.0348,,,,
State,Delaware,10,All,Sex,Male,Autism Spectrum Disorders,0.0051,,,,
State,Delaware,10,All,All,All,COPD,0.1051,23731.9796,26543.85,0.232,1562.1685
State,Delaware,10,65+,Dual Status,Medicare Only,COPD,0.0938,,,,
State,Delaware,10,<65,Dual Status,Medicare Only,COPD,0.107,,,,
State,Delaware,10,All,Dual Status,Medicare Only,COPD,0.0946,,,,
State,Delaware,10,65+,Dual Status,Medicare and Medicaid,COPD,0.1959,,,,
State,Delaware,10,<65,Dual Status,Medicare and Medicaid,COPD,0.1252,,,,
State,Delaware,10,All,Dual Status,Medicare and Medicaid,COPD,0.1633,,,,
State,Delaware,10,65+,Sex,Female,COPD,0.1007,,,,
State,Delaware,10,<65,Sex,Female,COPD,0.1302,,,,
State,Delaware,10,All,Sex,Female,COPD,0.104,,,,
State,Delaware,10,65+,Sex,Male,COPD,0.1068,,,,
State,Delaware,10,<65,Sex,Male,COPD,0.1042,,,,
State,Delaware,10,All,Sex,Male,COPD,0.1065,,,,
State,Delaware,10,All,All,All,Cancer,0.0912,19223.5732,21011.9023,0.1906,935.5649
State,Delaware,10,65+,Dual Status,Medicare Only,Cancer,0.1007,,,,
State,Delaware,10,<65,Dual Status,Medicare Only,Cancer,0.043,,,,
State,Delaware,10,All,Dual Status,Medicare Only,Cancer,0.097,,,,
State,Delaware,10,65+,Dual Status,Medicare and Medicaid,Cancer,0.0865,,,,
State,Delaware,10,<65,Dual Status,Medicare and Medicaid,Cancer,0.0277,,,,
State,Delaware,10,All,Dual Status,Medicare and Medicaid,Cancer,0.0594,,,,
State,Delaware,10,65+,Sex,Female,Cancer,0.0832,,,,
State,Delaware,10,<65,Sex,Female,Cancer,0.0396,,,,
State,Delaware,10,All,Sex,Female,Cancer,0.0782,,,,
State,Delaware,10,65+,Sex,Male,Cancer,0.1201,,,,
State,Delaware,10,<65,Sex,Male,Cancer,0.0288,,,,
State,Delaware,10,All,Sex,Male,Cancer,0.1075,,,,
State,Delaware,10,All,All,All,Chronic Kidney Disease,0.2521,20597.4691,23036.5669,0.2199,1254.4039
State,Delaware,10,65+,Dual Status,Medicare Only,Chronic Kidney Disease,0.2395,,,,
State,Delaware,10,<65,Dual Status,Medicare Only,Chronic Kidney Disease,0.2461,,,,
State,Delaware,10,All,Dual Status,Medicare Only,Chronic Kidney Disease,0.2399,,,,
State,Delaware,10,65+,Dual Status,Medicare and Medicaid,Chronic Kidney Disease,0.38,,,,
State,Delaware,10,<65,Dual Status,Medicare and Medicaid,Chronic Kidney Disease,0.2488,,,,
State,Delaware,10,All,Dual Status,Medicare and Medicaid,Chronic Kidney Disease,0.3195,,,,
State,Delaware,10,65+,Sex,Female,Chronic Kidney Disease,0.2254,,,,
State,Delaware,10,<65,Sex,Female,Chronic Kidney Disease,0.2435,,,,
State,Delaware,10,All,Sex,Female,Chronic Kidney Disease,0.2275,,,,
State,Delaware,10,65+,Sex,Male,Chronic Kidney Disease,0.2879,,,,
State,Delaware,10,<65,Sex,Male,Chronic Kidney Disease,0.2519,,,,
State,Delaware,10,All,Sex,Male,Chronic Kidney Disease,0.2829,,,,
State,Delaware,10,All,All,All,Depression,0.1806,20192.8493,22449.6937,0.2136,1375.3344
State,Delaware,10,65+,Dual Status,Medicare Only,Depression,0.1453,,,,
State,Delaware,10,<65,Dual Status,Medicare Only,Depression,0.3184,,,,
State,Delaware,10,All,Dual Status,Medicare Only,Depression,0.1562,,,,
State,Delaware,10,65+,Dual Status,Medicare and Medicaid,Depression,0.2847,,,,
State,Delaware,10,<65,Dual Status,Medicare and Medicaid,Depression,0.3509,,,,
State,Delaware,10,All,Dual Status,Medicare and Medicaid,Depression,0.3152,,,,
State,Delaware,10,65+,Sex,Female,Depression,0.1945,,,,
State,Delaware,10,<65,Sex,Female,Depression,0.4166,,,,
State,Delaware,10,All,Sex,Female,Depression,0.2197,,,,
State,Delaware,10,65+,Sex,Male,Depression,0.1122,,,,
State,Delaware,10,<65,Sex,Male,Depression,0.255,,,,
State,Delaware,10,All,Sex,Male,Depression,0.1319,,,,
State,Delaware,10,All,All,All,Diabetes,0.2882,14546.5721,16113.0152,0.2082,900.5331
State,Delaware,10,65+,Dual Status,Medicare Only,Diabetes,0.2769,,,,
State,Delaware,10,<65,Dual Status,Medicare Only,Diabetes,0.2873,,,,
