Bene_Geo_Lvl,Bene_Geo_Desc,Bene_Geo_Cd,Bene_Age_Lvl,Bene_Demo_Lvl,Bene_Demo_Desc,Bene_Cond,Prvlnc,Tot_Mdcr_Stdzd_Pymt_PC,Tot_Mdcr_Pymt_PC,Hosp_Readmsn_Rate,ER_Visits_Per_1000_Benes
State,Delaware,10,65+,Race,Native American,Heart Failure,,,,,
State,Delaware,10,<65,Race,Native American,Heart Failure,,,,,
State,Delaware,10,All,Race,Native American,Heart Failure,,,,,
State,Delaware,10,65+,Race,non-Hispanic Black,Heart Failure,0.1504,,,,
State,Delaware,10,<65,Race,non-Hispanic Black,Heart Failure,0.1288,,,,
State,Delaware,10,All,Race,non-Hispanic Black,Heart Failure,0.1448,,,,
State,Delaware,10,65+,Race,non-Hispanic White,Heart Failure,0.1143,,,,
State,Delaware,10,<65,Race,non-Hispanic White,Heart Failure,0.0929,,,,
State,Delaware,10,All,Race,non-Hispanic White,Heart Failure,0.1122,,,,
State,Delaware,10,65+,Race,Asian Pacific Islander,Hepatitis (Chronic Viral B & C),,,,,
State,Delaware,10,<65,Race,Asian Pacific Islander,Hepatitis (Chronic Viral B & C),,,,,
State,Delaware,10,All,Race,Asian Pacific Islander,Hepatitis (Chronic Viral B & C),0.0152,,,,
State,Delaware,10,65+,Race,Hispanic,Hepatitis (Chronic Viral B & C),0.0084,,,,
State,Delaware,10,<65,Race,Hispanic,Hepatitis (Chronic Viral B & C),0.021,,,,
State,Delaware,10,All,Race,Hispanic,Hepatitis (Chronic Viral B & C),0.0117,,,,
State,Delaware,10,65+,Race,Native American,Hepatitis (Chronic Viral B & C),,,,,
State,Delaware,10,<65,Race,Native American,Hepatitis (Chronic Viral B & C),,,,,
State,Delaware,10,All,Race,Native American,Hepatitis (Chronic Viral B & C),,,,,
State,Delaware,10,65+,Race,non-Hispanic Black,Hepatitis (Chronic Viral B & C),0.0155,,,,
State,Delaware,10,<65,Race,non-Hispanic Black,Hepatitis (Chronic Viral B & C),0.0318,,,,
State,Delaware,10,All,Race,non-Hispanic Black,Hepatitis (Chronic Viral B & C),0.0197,,,,
State,Delaware,10,65+,Race,non-Hispanic White,Hepatitis (Chronic Viral B & C),0.0033,,,,
State,Delaware,10,<65,Race,non-Hispanic White,Hepatitis (Chronic Viral B & C),0.0275,,,,
State,Delaware,10,All,Race,non-Hispanic White,Hepatitis (Chronic Viral B & C),0.0056,,,,
State,Delaware,10,65+,Race,Asian Pacific Islander,Hyperlipidemia,0.6071,,,,
State,Delaware,10,<65,Race,Asian Pacific Islander,Hyperlipidemia,0.4136,,,,
State,Delaware,10,All,Race,Asian Pacific Islander,Hyperlipidemia,0.5896,,,,
State,Delaware,10,65+,Race,Hispanic,Hyperlipidemia,0.5603,,,,
State,Delaware,10,<65,Race,Hispanic,Hyperlipidemia,0.3964,,,,
State,Delaware,10,All,Race,Hispanic,Hyperlipidemia,0.5167,,,,
State,Delaware,10,65+,Race,Native American,Hyperlipidemia,,,,,
State,Delaware,10,<65,Race,Native American,Hyperlipidemia,,,,,
State,Delaware,10,All,Race,Native American,Hyperlipidemia,0.55,,,,
State,Delaware,10,65+,Race,non-Hispanic Black,Hyperlipidemia,0.5927,,,,
State,Delaware,10,<65,Race,non-Hispanic Black,Hyperlipidemia,0.3808,,,,
State,Delaware,10,All,Race,non-Hispanic Black,Hyperlipidemia,0.5378,,,,
State,Delaware,10,65+,Race,non-Hispanic White,Hyperlipidemia,0.6507,,,,
State,Delaware,10,<65,Race,non-Hispanic White,Hyperlipidemia,0.4233,,,,
State,Delaware,10,All,Race,non-Hispanic White,Hyperlipidemia,0.6287,,,,
State,Delaware,10,65+,Race,Asian Pacific Islander,Hypertension,0.5891,,,,
State,Delaware,10,<65,Race,Asian Pacific Islander,Hypertension,0.4091,,,,
State,Delaware,10,All,Race,Asian Pacific Islander,Hypertension,0.5728,,,,
State,Delaware,10,65+,Race,Hispanic,Hypertension,0.6228,,,,
State,Delaware,10,<65,Race,Hispanic,Hypertension,0.4394,,,,
State,Delaware,10,All,Race,Hispanic,Hypertension,0.574,,,,
State,Delaware,10,65+,Race,Native American,Hypertension,,,,,
State,Delaware,10,<65,Race,Native American,Hypertension,,,,,
State,Delaware,10,All,Race,Native American,Hypertension,0.5833,,,,
State,Delaware,10,65+,Race,non-Hispanic Black,Hypertension,0.7367,,,,
State,Delaware,10,<65,Race,non-Hispanic Black,Hypertension,0.5457,,,,
State,Delaware,10,All,Race,non-Hispanic Black,Hypertension,0.6872,,,,
State,Delaware,10,65+,Race,non-Hispanic White,Hypertension,0.6455,,,,
State,Delaware,10,<65,Race,non-Hispanic White,Hypertension,0.4414,,,,
State,Delaware,10,All,Race,non-Hispanic White,Hypertension,0.6257,,,,
State,Delaware,10,65+,Race,Asian Pacific Islander,Ischemic Heart Disease,0.2211,,,,
State,Delaware,10,<65,Race,Asian Pacific Islander,Ischemic Heart Disease,0.1364,,,,
State,Delaware,10,All,Race,Asian Pacific Islander,Ischemic Heart Disease,0.2134,,,,
State,Delaware,10,65+,Race,Hispanic,Ischemic Heart Disease,0.2406,,,,
State,Delaware,10,<65,Race,Hispanic,Ischemic Heart Disease,0.1672,,,,
State,Delaware,10,All,Race,Hispanic,Ischemic Heart Disease,0.221,,,,
State,Delaware,10,65+,Race,Native American,Ischemic Heart Disease,,,,,
State,Delaware,10,<65,Race,Native American,Ischemic Heart Disease,,,,,
State,Delaware,10,All,Race,Native American,Ischemic Heart Disease,0.2167,,,,
State,Delaware,10,65+,Race,non-Hispanic Black,Ischemic Heart Disease,0.2708,,,,
State,Delaware,10,<65,Race,non-Hispanic Black,Ischemic Heart Disease,0.1775,,,,
State,Delaware,10,All,Race,non-Hispanic Black,Ischemic Heart Disease,0.2466,,,,
State,Delaware,10,65+,Race,non-Hispanic White,Ischemic Heart Disease,0.3073,,,,
State,Delaware,10,<65,Race,non-Hispanic White,Ischemic Heart Disease,0.1903,,,,
State,Delaware,10,All,Race,non-Hispanic White,Ischemic Heart Disease,0.2959,,,,
State,Delaware,10,65+,Race,Asian Pacific Islander,Osteoporosis,,,,,
State,Delaware,10,<65,Race,Asian Pacific Islander,Osteoporosis,,,,,
State,Delaware,10,All,Race,Asian Pacific Islander,Osteoporosis,0.0806,,,,
State,Delaware,10,65+,Race,Hispanic,Osteoporosis,0.0574,,,,
State,Delaware,10,<65,Race,Hispanic,Osteoporosis,0.015,,,,
State,Delaware,10,All,Race,Hispanic,Osteoporosis,0.0461,,,,
State,Delaware,10,65+,Race,Native American,Osteoporosis,,,,,
State,Delaware,10,<65,Race,Native American,Osteoporosis,,,,,
State,Delaware,10,All,Race,Native American,Osteoporosis,,,,,
State,Delaware,10,65+,Race,non-Hispanic Black,Osteoporosis,0.0332,,,,
State,Delaware,10,<65,Race,non-Hispanic Black,Osteoporosis,0.0142,,,,
State,Delaware,10,All,Race,non-Hispanic Black,Osteoporosis,0.0283,,,,
State,Delaware,10,65+,Race,non-Hispanic White,Osteoporosis,0.0708,,,,
State,Delaware,10,<65,Race,non-Hispanic White,Osteoporosis,0.034,,,,
State,Delaware,10,All,Race,non-Hispanic White,Osteoporosis,0.0673,,,,
State,Delaware,10,65+,Race,Asian Pacific Islander,Schizophrenia and Other Psychotic Disorders,0.0108,,,,
State,Delaware,10,<65,Race,Asian Pacific Islander,Schizophrenia and Other Psychotic Disorders,0.1318,,,,
State,Delaware,10,All,Race,Asian Pacific Islander,Schizophrenia and Other Psychotic Disorders,0.0218,,,,
State,Delaware,10,65+,Race,Hispanic,Schizophrenia and Other Psychotic Disorders,0.0167,,,,
State,Delaware,10,<65,Race,Hispanic,Schizophrenia and Other Psychotic Disorders,0.0901,,,,
State,Delaware,10,All,Race,Hispanic,Schizophrenia and Other Psychotic Disorders,0.0363,,,,
State,Delaware,10,65+,Race,Native American,Schizophrenia and Other Psychotic Disorders,,,,,
State,Delaware,10,<65,Race,Native American,Schizophrenia and Other Psychotic Disorders,,,,,
State,Delaware,10,All,Race,Native American,Schizophrenia and Other Psychotic Disorders,,,,,
State,Delaware,10,65+,Race,non-Hispanic Black,Schizophrenia and Other Psychotic Disorders,0.0201,,,,
State,Delaware,10,<65,Race,non-Hispanic Black,Schizophrenia and Other Psychotic Disorders,0.1076,,,,
State,Delaware,10,All,Race,non-Hispanic Black,Schizophrenia and Other Psychotic Disorders,0.0428,,,,
State,Delaware,10,65+,Race,non-Hispanic White,Schizophrenia and Other Psychotic Disorders,0.0113,,,,
State,Delaware,10,<65,Race,non-Hispanic White,Schizophrenia and Other Psychotic Disorders,0.0883,,,,
State,Delaware,10,All,Race,non-Hispanic White,Schizophrenia and Other Psychotic Disorders,0.0188,,,,
State,Delaware,10,65+,Race,Asian Pacific Islander,Stroke,,,,,
State,Delaware,10,<65,Race,Asian Pacific Islander,Stroke,,,,,
State,Delaware,10,All,Race,Asian Pacific Islander,Stroke,0.0341,,,,
State,Delaware,10,65+,Race,Hispanic,Stroke,0.0472,,,,
State,Delaware,10,<65,Race,Hispanic,Stroke,0.016,,,,
State,Delaware,10,All,Race,Hispanic,Stroke,0.0389,,,,
State,Delaware,10,65+,Race,Native American,Stroke,,,,,
State,Delaware,10,<65,Race,Native American,Stroke,,,,,
State,Delaware,10,All,Race,Native American,Stroke,,,,,
State,Delaware,10,65+,Race,non-Hispanic Black,Stroke,0.0632,,,,
State,Delaware,10,<65,Race,non-Hispanic Black,Stroke,0.0493,,,,
State,Delaware,10,All,Race,non-Hispanic Black,Stroke,0.0596,,,,
State,Delaware,10,65+,Race,non-Hispanic White,Stroke,0.0463,,,,
State,Delaware,10,<65,Race,non-Hispanic White,Stroke,0.0375,,,,
State,Delaware,10,All,Race,non-Hispanic White,Stroke,0.0455,,,,
State,District of Columbia,11,65+,Race,Asian Pacific Islander,Alcohol Abuse,,,,,
State,District of Columbia,11,<65,Race,Asian Pacific Islander,Alcohol Abuse,,,,,
State,District of Columbia,11,All,Race,Asian Pacific Islander,Alcohol Abuse,,,,,
State,District of Columbia,11,65+,Race,Hispanic,Alcohol Abuse,0.0111,,,,
State,District of Columbia,11,<65,Race,Hispanic,Alcohol Abuse,0.0568,,,,
State,District of Columbia,11,All,Race,Hispanic,Alcohol Abuse,0.018,,,,
State,District of Columbia,11,65+,Race,Native American,Alcohol Abuse,,,,,
State,District of Columbia,11,<65,Race,Native American,Alcohol Abuse,,,,,
State,District of Columbia,11,All,Race,Native American,Alcohol Abuse,,,,,
State,District of Columbia,11,65+,Race,non-Hispanic Black,Alcohol Abuse,0.0284,,,,
State,District of Columbia,11,<65,Race,non-Hispanic Black,Alcohol Abuse,0.0742,,,,
State,District of Columbia,11,All,Race,non-Hispanic Black,Alcohol Abuse,0.0405,,,,
State,District of Columbia,11,65+,Race,non-Hispanic White,Alcohol Abuse,0.0162,,,,
State,District of Columbia,11,<65,Race,non-Hispanic White,Alcohol Abuse,0.0585,,,,
State,District of Columbia,11,All,Race,non-Hispanic White,Alcohol Abuse,0.0182,,,,
State,District of Columbia,11,65+,Race,Asian Pacific Islander,Alzheimer's Disease/Dementia,,,,,
State,District of Columbia,11,<65,Race,Asian Pacific Islander,Alzheimer's Disease/Dementia,,,,,
State,District of Columbia,11,All,Race,Asian Pacific Islander,Alzheimer's Disease/Dementia,0.0874,,,,
State,District of Columbia,11,65+,Race,Hispanic,Alzheimer's Disease/Dementia,0.1239,,,,
State,District of Columbia,11,<65,Race,Hispanic,Alzheimer's Disease/Dementia,0.0413,,,,
State,District of Columbia,11,All,Race,Hispanic,Alzheimer's Disease/Dementia,0.1114,,,,
State,District of Columbia,11,65+,Race,Native American,Alzheimer's Disease/Dementia,,,,,
State,District of Columbia,11,<65,Race,Native American,Alzheimer's Disease/Dementia,,,,,
State,District of Columbia,11,All,Race,Native American,Alzheimer's Disease/Dementia,,,,,
State,District of Columbia,11,65+,Race,non-Hispanic Black,Alzheimer's Disease/Dementia,0.19,,,,
State,District of Columbia,11,<65,Race,non-Hispanic Black,Alzheimer's Disease/Dementia,0.0571,,,,
State,District of Columbia,11,All,Race,non-Hispanic Black,Alzheimer's Disease/Dementia,0.1551,,,,
State,District of Columbia,11,65+,Race,non-Hispanic White,Alzheimer's Disease/Dementia,0.1226,,,,
State,District of Columbia,11,<65,Race,non-Hispanic White,Alzheimer's Disease/Dementia,0.0585,,,,
State,District of Columbia,11,All,Race,non-Hispanic White,Alzheimer's Disease/Dementia,0.1196,,,,
State,District of Columbia,11,65+,Race,Asian Pacific Islander,Arthritis,,,,,
State,District of Columbia,11,<65,Race,Asian Pacific Islander,Arthritis,,,,,
State,District of Columbia,11,All,Race,Asian Pacific Islander,Arthritis,0.2063,,,,
State,District of Columbia,11,65+,Race,Hispanic,Arthritis,0.264,,,,
State,District of Columbia,11,<65,Race,Hispanic,Arthritis,0.1835,,,,
State,District of Columbia,11,All,Race,Hispanic,Arthritis,0.2518,,,,
State,District of Columbia,11,65+,Race,Native American,Arthritis,,,,,
State,District of Columbia,11,<65,Race,Native American,Arthritis,,,,,
State,District of Columbia,11,All,Race,Native American,Arthritis,,,,,
State,District of Columbia,11,65+,Race,non-Hispanic Black,Arthritis,0.3399,,,,
State,District of Columbia,11,<65,Race,non-Hispanic Black,Arthritis,0.2252,,,,
State,District of Columbia,11,All,Race,non-Hispanic Black,Arthritis,0.3098,,,,
State,District of Columbia,11,65+,Race,non-Hispanic White,Arthritis,0.3146,,,,
State,District of Columbia,11,<65,Race,non-Hispanic White,Arthritis,0.1744,,,,
State,District of Columbia,11,All,Race,non-Hispanic White,Arthritis,0.3081,,,,
State,District of Columbia,11,65+,Race,Asian Pacific Islander,Asthma,,,,,
State,District of Columbia,11,<65,Race,Asian Pacific Islander,Asthma,,,,,
State,District of Columbia,11,All,Race,Asian Pacific Islander,Asthma,0.0502,,,,
State,District of Columbia,11,65+,Race,Hispanic,Asthma,0.0509,,,,
State,District of Columbia,11,<65,Race,Hispanic,Asthma,0.0646,,,,
State,District of Columbia,11,All,Race,Hispanic,Asthma,0.0529,,,,
State,District of Columbia,11,65+,Race,Native American,Asthma,,,,,
State,District of Columbia,11,<65,Race,Native American,Asthma,,,,,
State,District of Columbia,11,All,Race,Native American,Asthma,,,,,
State,District of Columbia,11,65+,Race,non-Hispanic Black,Asthma,0.0576,,,,
State,District of Columbia,11,<65,Race,non-Hispanic Black,Asthma,0.1143,,,,
State,District of Columbia,11,All,Race,non-Hispanic Black,Asthma,0.0725,,,,
State,District of Columbia,11,65+,Race,non-Hispanic White,Asthma,0.0401,,,,
State,District of Columbia,11,<65,Race,non-Hispanic White,Asthma,0.0707,,,,
State,District of Columbia,11,All,Race,non-Hispanic White,Asthma,0.0415,,,,
State,District of Columbia,11,65+,Race,Asian Pacific Islander,Atrial Fibrillation,0.0422,,,,
State,District of Columbia,11,<65,Race,Asian Pacific Islander,Atrial Fibrillation,0,,,,
State,District of Columbia,11,All,Race,Asian Pacific Islander,Atrial Fibrillation,0.039,,,,
State,District of Columbia,11,65+,Race,Hispanic,Atrial Fibrillation,,,,,
State,District of Columbia,11,<65,Race,Hispanic,Atrial Fibrillation,,,,,
State,District of Columbia,11,All,Race,Hispanic,Atrial Fibrillation,0.038,,,,
State,District of Columbia,11,65+,Race,Native American,Atrial Fibrillation,0,,,,
State,District of Columbia,11,<65,Race,Native American,Atrial Fibrillation,0,,,,
State,District of Columbia,11,All,Race,Native American,Atrial Fibrillation,0,,,,
State,District of Columbia,11,65+,Race,non-Hispanic Black,Atrial Fibrillation,0.0488,,,,
State,District of Columbia,11,<65,Race,non-Hispanic Black,Atrial Fibrillation,0.0194,,,,
State,District of Columbia,11,All,Race,non-Hispanic Black,Atrial Fibrillation,0.0411,,,,
State,District of Columbia,11,65+,Race,non-Hispanic White,Atrial Fibrillation,0.0848,,,,
State,District of Columbia,11,<65,Race,non-Hispanic White,Atrial Fibrillation,0.0159,,,,
State,District of Columbia,11,All,Race,non-Hispanic White,Atrial Fibrillation,0.0816,,,,
State,District of Columbia,11,65+,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
State,District of Columbia,11,<65,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
State,District of Columbia,11,All,Race,Asian Pacific Islander,Autism Spectrum Disorders,,,,,
State,District of Columbia,11,65+,Race,Hispanic,Autism Spectrum Disorders,,,,,
State,District of Columbia,11,<65,Race,Hispanic,Autism Spectrum Disorders,,,,,
State,District of Columbia,11,All,Race,Hispanic,Autism Spectrum Disorders,,,,,
State,District of Columbia,11,65+,Race,Native American,Autism Spectrum Disorders,0,,,,
State,District of Columbia,11,<65,Race,Native American,Autism Spectrum Disorders,0,,,,
State,District of Columbia,11,All,Race,Native American,Autism Spectrum Disorders,0,,,,
State,District of Columbia,11,65+,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
State,District of Columbia,11,<65,Race,non-Hispanic Black,Autism Spectrum Disorders,,,,,
State,District of Columbia,11,All,Race,non-Hispanic Black,Autism Spectrum Disorders,0.0025,,,,
State,District of Columbia,11,65+,Race,non-Hispanic White,Autism Spectrum Disorders,,,,,
State,District of Columbia,11,<65,Race,non-Hispanic White,Autism Spectrum Disorders,,,,,
State,District of Columbia,11,All,Race,non-Hispanic White,Autism Spectrum Disorders,0.0009,,,,
State,District of Columbia,11,65+,Race,Asian Pacific Islander,COPD,,,,,
State,District of Columbia,11,<65,Race,Asian Pacific Islander,COPD,,,,,
State,District of Columbia,11,All,Race,Asian Pacific Islander,COPD,0.0428,,,,
State,District of Columbia,11,65+,Race,Hispanic,COPD,0.043,,,,
State,District of Columbia,11,<65,Race,Hispanic,COPD,0.0336,,,,
State,District of Columbia,11,All,Race,Hispanic,COPD,0.0416,,,,
State,District of Columbia,11,65+,Race,Native American,COPD,,,,,
State,District of Columbia,11,<65,Race,Native American,COPD,,,,,
State,District of Columbia,11,All,Race,Native American,COPD,,,,,
State,District of Columbia,11,65+,Race,non-Hispanic Black,COPD,0.0949,,,,
State,District of Columbia,11,<65,Race,non-Hispanic Black,COPD,0.0905,,,,
State,District of Columbia,11,All,Race,non-Hispanic Black,COPD,0.0937,,,,
State,District of Columbia,11,65+,Race,non-Hispanic White,COPD,0.0568,,,,
State,District of Columbia,11,<65,Race,non-Hispanic White,COPD,0.0671,,,,
State,District of Columbia,11,All,Race,non-Hispanic White,COPD,0.0573,,,,
State,District of Columbia,11,65+,Race,Asian Pacific Islander,Cancer,0.0553,,,,
State,District of Columbia,11,<65,Race,Asian Pacific Islander,Cancer,0,,,,
State,District of Columbia,11,All,Race,Asian Pacific Islander,Cancer,0.0511,,,,
State,District of Columbia,11,65+,Race,Hispanic,Cancer,,,,,
State,District of Columbia,11,<65,Race,Hispanic,Cancer,,,,,
State,District of Columbia,11,All,Race,Hispanic,Cancer,0.0506,,,,
State,District of Columbia,11,65+,Race,Native American,Cancer,,,,,
State,District of Columbia,11,<65,Race,Native American,Cancer,,,,,
State,District of Columbia,11,All,Race,Native American,Cancer,,,,,
State,District of Columbia,11,65+,Race,non-Hispanic Black,Cancer,0.1019,,,,
State,District of Columbia,11,<65,Race,non-Hispanic Black,Cancer,0.0311,,,,
State,District of Columbia,11,All,Race,non-Hispanic Black,Cancer,0.0833,,,,
State,District of Columbia,11,65+,Race,non-Hispanic White,Cancer,0.1051,,,,
State,District of Columbia,11,<65,Race,non-Hispanic White,Cancer,0.0317,,,,
State,District of Columbia,11,All,Race,non-Hispanic White,Cancer,0.1017,,,,
State,District of Columbia,11,65+,Race,Asian Pacific Islander,Chronic Kidney Disease,0.1668,,,,
State,District of Columbia,11,<65,Race,Asian Pacific Islander,Chronic Kidney Disease,0.1728,,,,
State,District of Columbia,11,All,Race,Asian Pacific Islander,Chronic Kidney Disease,0.1673,,,,
State,District of Columbia,11,65+,Race,Hispanic,Chronic Kidney Disease,0.2039,,,,
State,District of Columbia,11,<65,Race,Hispanic,Chronic Kidney Disease,0.2868,,,,
State,District of Columbia,11,All,Race,Hispanic,Chronic Kidney Disease,0.2165,,,,
State,District of Columbia,11,65+,Race,Native American,Chronic Kidney Disease,,,,,
State,District of Columbia,11,<65,Race,Native American,Chronic Kidney Disease,,,,,
State,District of Columbia,11,All,Race,Native American,Chronic Kidney Disease,,,,,
State,District of Columbia,11,65+,Race,non-Hispanic Black,Chronic Kidney Disease,0.3292,,,,
State,District of Columbia,11,<65,Race,non-Hispanic Black,Chronic Kidney Disease,0.2792,,,,
State,District of Columbia,11,All,Race,non-Hispanic Black,Chronic Kidney Disease,0.3161,,,,
State,District of Columbia,11,65+,Race,non-Hispanic White,Chronic Kidney Disease,0.1329,,,,
State,District of Columbia,11,<65,Race,non-Hispanic White,Chronic Kidney Disease,0.1573,,,,
State,District of Columbia,11,All,Race,non-Hispanic White,Chronic Kidney Disease,0.134,,,,
State,District of Columbia,11,65+,Race,Asian Pacific Islander,Depression,0.0734,,,,
State,District of Columbia,11,<65,Race,Asian Pacific Islander,Depression,0.3457,,,,
State,District of Columbia,11,All,Race,Asian Pacific Islander,Depression,0.0939,,,,
State,District of Columbia,11,65+,Race,Hispanic,Depression,0.1022,,,,
State,District of Columbia,11,<65,Race,Hispanic,Depression,0.2222,,,,
State,District of Columbia,11,All,Race,Hispanic,Depression,0.1204,,,,
State,District of Columbia,11,65+,Race,Native American,Depression,,,,,
State,District of Columbia,11,<65,Race,Native American,Depression,,,,,
State,District of Columbia,11,All,Race,Native American,Depression,,,,,
State,District of Columbia,11,65+,Race,non-Hispanic Black,Depression,0.1147,,,,
State,District of Columbia,11,<65,Race,non-Hispanic Black,Depression,0.2485,,,,
State,District of Columbia,11,All,Race,non-Hispanic Black,Depression,0.1499,,,,
State,District of Columbia,11,65+,Race,non-Hispanic White,Depression,0.1456,,,,
State,District of Columbia,11,<65,Race,non-Hispanic White,Depression,0.3305,,,,
State,District of Columbia,11,All,Race,non-Hispanic White,Depression,0.1541,,,,
State,District of Columbia,11,65+,Race,Asian Pacific Islander,Diabetes,0.2975,,,,
State,District of Columbia,11,<65,Race,Asian Pacific Islander,Diabetes,0.284,,,,
State,District of Columbia,11,All,Race,Asian Pacific Islander,Diabetes,0.2965,,,,
State,District of Columbia,11,65+,Race,Hispanic,Diabetes,0.3195,,,,
State,District of Columbia,11,<65,Race,Hispanic,Diabetes,0.3204,,,,
State,District of Columbia,11,All,Race,Hispanic,Diabetes,0.3196,,,,
State,District of Columbia,11,65+,Race,Native American,Diabetes,,,,,
State,District of Columbia,11,<65,Race,Native American,Diabetes,,,,,
State,District of Columbia,11,All,Race,Native American,Diabetes,,,,,
State,District of Columbia,11,65+,Race,non-Hispanic Black,Diabetes,0.3839,,,,
State,District of Columbia,11,<65,Race,non-Hispanic Black,Diabetes,0.3252,,,,
State,District of Columbia,11,All,Race,non-Hispanic Black,Diabetes,0.3685,,,,
State,District of Columbia,11,65+,Race,non-Hispanic White,Diabetes,0.1301,,,,
State,District of Columbia,11,<65,Race,non-Hispanic White,Diabetes,0.1549,,,,
State,District of Columbia,11,All,Race,non-Hispanic White,Diabetes,0.1312,,,,
State,District of Columbia,11,65+,Race,Asian Pacific Islander,Drug/Substance Abuse,,,,,
State,District of Columbia,11,<65,Race,Asian Pacific Islander,Drug/Substance Abuse,,,,,
State,District of Columbia,11,All,Race,Asian Pacific Islander,Drug/Substance Abuse,0.0112,,,,
State,District of Columbia,11,65+,Race,Hispanic,Drug/Substance Abuse,0.0065,,,,
State,District of Columbia,11,<65,Race,Hispanic,Drug/Substance Abuse,0.0439,,,,
State,District of Columbia,11,All,Race,Hispanic,Drug/Substance Abuse,0.0122,,,,
State,District of Columbia,11,65+,Race,Native American,Drug/Substance Abuse,,,,,
State,District of Columbia,11,<65,Race,Native American,Drug/Substance Abuse,,,,,
State,District of Columbia,11,All,Race,Native American,Drug/Substance Abuse,,,,,
State,District of Columbia,11,65+,Race,non-Hispanic Black,Drug/Substance Abuse,0.0373,,,,
State,District of Columbia,11,<65,Race,non-Hispanic Black,Drug/Substance Abuse,0.1632,,,,
State,District of Columbia,11,All,Race,non-Hispanic Black,Drug/Substance Abuse,0.0703,,,,
State,District of Columbia,11,65+,Race,non-Hispanic White,Drug/Substance Abuse,0.011,,,,
State,District of Columbia,11,<65,Race,non-Hispanic White,Drug/Substance Abuse,0.1183,,,,
State,District of Columbia,11,All,Race,non-Hispanic White,Drug/Substance Abuse,0.016,,,,
State,District of Columbia,11,65+,Race,Asian Pacific Islander,HIV/AIDS,,,,,
State,District of Columbia,11,<65,Race,Asian Pacific Islander,HIV/AIDS,,,,,
State,District of Columbia,11,All,Race,Asian Pacific Islander,HIV/AIDS,,,,,
State,District of Columbia,11,65+,Race,Hispanic,HIV/AIDS,0.0111,,,,
State,District of Columbia,11,<65,Race,Hispanic,HIV/AIDS,0.0801,,,,
State,District of Columbia,11,All,Race,Hispanic,HIV/AIDS,0.0216,,,,
State,District of Columbia,11,65+,Race,Native American,HIV/AIDS,0,,,,
State,District of Columbia,11,<65,Race,Native American,HIV/AIDS,0,,,,
State,District of Columbia,11,All,Race,Native American,HIV/AIDS,0,,,,
State,District of Columbia,11,65+,Race,non-Hispanic Black,HIV/AIDS,0.0173,,,,
State,District of Columbia,11,<65,Race,non-Hispanic Black,HIV/AIDS,0.0952,,,,
State,District of Columbia,11,All,Race,non-Hispanic Black,HIV/AIDS,0.0378,,,,
State,District of Columbia,11,65+,Race,non-Hispanic White,HIV/AIDS,0.0081,,,,
State,District of Columbia,11,<65,Race,non-Hispanic White,HIV/AIDS,0.0951,,,,
State,District of Columbia,11,All,Race,non-Hispanic White,HIV/AIDS,0.0121,,,,
State,District of Columbia,11,65+,Race,Asian Pacific Islander,Heart Failure,,,,,
State,District of Columbia,11,<65,Race,Asian Pacific Islander,Heart Failure,,,,,
State,District of Columbia,11,All,Race,Asian Pacific Islander,Heart Failure,0.0809,,,,
State,District of Columbia,11,65+,Race,Hispanic,Heart Failure,0.0971,,,,
State,District of Columbia,11,<65,Race,Hispanic,Heart Failure,0.1034,,,,
State,District of Columbia,11,All,Race,Hispanic,Heart Failure,0.098,,,,
State,District of Columbia,11,65+,Race,Native American,Heart Failure,,,,,
State,District of Columbia,11,<65,Race,Native American,Heart Failure,,,,,
State,District of Columbia,11,All,Race,Native American,Heart Failure,,,,,
State,District of Columbia,11,65+,Race,non-Hispanic Black,Heart Failure,0.1852,,,,
State,District of Columbia,11,<65,Race,non-Hispanic Black,Heart Failure,0.1519,,,,
State,District of Columbia,11,All,Race,non-Hispanic Black,Heart Failure,0.1765,,,,
State,District of Columbia,11,65+,Race,non-Hispanic White,Heart Failure,0.0914,,,,
State,District of Columbia,11,<65,Race,non-Hispanic White,Heart Failure,0.0585,,,,
State,District of Columbia,11,All,Race,non-Hispanic White,Heart Failure,0.0899,,,,
State,District of Columbia,11,65+,Race,Asian Pacific Islander,Hepatitis (Chronic Viral B & C),,,,,
State,District of Columbia,11,<65,Race,Asian Pacific Islander,Hepatitis (Chronic Viral B & C),,,,,
State,District of Columbia,11,All,Race,Asian Pacific Islander,Hepatitis (Chronic Viral B & C),0.0186,,,,
State,District of Columbia,11,65+,Race,Hispanic,Hepatitis (Chronic Viral B & C),,,,,
State,District of Columbia,11,<65,Race,Hispanic,Hepatitis (Chronic Viral B & C),,,,,
State,District of Columbia,11,All,Race,Hispanic,Hepatitis (Chronic Viral B & C),,,,,
State,District of Columbia,11,65+,Race,Native American,Hepatitis (Chronic Viral B & C),0,,,,
State,District of Columbia,11,<65,Race,Native American,Hepatitis (Chronic Viral B & C),0,,,,
State,District of Columbia,11,All,Race,Native American,Hepatitis (Chronic Viral B & C),0,,,,
State,District of Columbia,11,65+,Race,non-Hispanic Black,Hepatitis (Chronic Viral B & C),0.0292,,,,
